set_code;set_name;set_rarity;set_price;release_date;region;language
MP14-EN098;2014 Mega-Tin Mega Pack;Common;0;;;
JOTL-EN051;Judgment of the Light;Common;0;;;
DB2-EN215;Dark Beginning 2;Common;1.25;;;
PGD-014;Pharaonic Guardian;Rare;3.36;;;
DR2-EN067;Dark Revelation Volume 2;Common;0;;;
IOC-066;Invasion of Chaos;Common;1.05;;;
IOC-EN066;Invasion of Chaos;Common;0;;;
ALIN-EN066;Alliance Insight;Quarter Century Secret Rare;0;;;
MP20-EN177;2020 Tin of Lost Memories Mega Pack;Rare;1.1;;;
CHIM-EN048;Chaos Impact;Starlight Rare;0;;;
DR3-EN058;Dark Revelation Volume 3;Common;0;;;
SOD-EN058;Soul of the Duelist;Common;0;;;
MP14-EN195;2014 Mega-Tin Mega Pack;Common;0;;;
LVAL-EN014;Legacy of the Valiant;Common;0;;;
MP14-EN193;2014 Mega-Tin Mega Pack;Common;0;;;
LVAL-EN012;Legacy of the Valiant;Common;0;;;
MP14-EN194;2014 Mega-Tin Mega Pack;Common;0;;;
LVAL-EN013;Legacy of the Valiant;Common;0;;;
MP14-EN192;2014 Mega-Tin Mega Pack;Common;0;;;
BP03-EN110;Battle Pack 3: Monster League;Common;0;;;
LVAL-EN011;Legacy of the Valiant;Common;0;;;
MP14-EN220;2014 Mega-Tin Mega Pack;Common;0;;;
LVAL-EN051;Legacy of the Valiant;Common;0;;;
BP01-EN014;Battle Pack: Epic Dawn;Rare;0;;;
BLMM-EN005;Battles of Legend: Monster Mayhem;Secret Rare;0;;;
DLG1-EN000;Dark Legends;Secret Rare;6.16;;;
DL13-EN013;Duelist League 13 participation cards;Rare;10.42;;;
GLD5-EN024;Gold Series: Haunted Mine;Ghost/Gold Rare;0;;;
LCYW-EN044;Legendary Collection 3: Yugi's World Mega Pack;Ultra Rare;0;;;
OP19-EN017;OTS Tournament Pack 19;Common;1.72;;;
OP19-PT017;OTS Tournament Pack 19 (POR);Common;0;;;
PGL2-EN081;Premium Gold: Return of the Bling;Gold Rare;0;;;
RA03-EN210;Quarter Century Bonanza;Platinum Secret Rare;0;;;
RP02-EN000;Retro Pack 2;Secret Rare;0;;;
YR01-EN003;Yu-Gi-Oh! R Volume 3 promotional card;Ultra Rare;13.38;;;
LC5D-EN193;Legendary Collection 5D's Mega Pack;Common;1.17;;;
STOR-EN046;Storm of Ragnarok;Common;0;;;
DT07-EN047;Duel Terminal 7a;Duel Terminal Normal Parallel Rare;0;;;
RA04-EN138;Quarter Century Stampede;Platinum Secret Rare;0;;;
5DS2-EN033;Starter Deck: Yu-Gi-Oh! 5D's 2009;Common;0;;;
TU04-EN001;Turbo Pack: Booster Four;Ultra Rare;0;;;
SECE-EN056;Secrets of Eternity;Rare;0;;;
MP19-EN007;2019 Gold Sarcophagus Tin Mega Pack;Common;0;;;
FLOD-EN010;Flames of Destruction;Common;0;;;
DUPO-EN024;Duel Power;Ultra Rare;1.7;;;
MP21-EN242;2021 Tin of Ancient Battles;Common;0.94;;;
IGAS-ENSE2;Ignition Assault Special Edition;Super Rare;1.71;;;
MP19-EN036;2019 Gold Sarcophagus Tin Mega Pack;Common;0;;;
FLOD-EN056;Flames of Destruction;Rare;0;;;
MP22-EN185;2022 Tin of the Pharaoh's Gods;Super Rare;0;;;
DAMA-EN099;Dawn of Majesty;Common;1.01;;;
MP21-EN046;2021 Tin of Ancient Battles;Common;1.01;;;
ETCO-EN005;Eternity Code;Common;0.97;;;
IGAS-ENSE3;Ignition Assault Special Edition;Super Rare;1.72;;;
MP18-EN108;2018 Mega-Tin Mega Pack;Common;0;;;
CIBR-EN006;Circuit Break;Common;0;;;
MP19-EN101;2019 Gold Sarcophagus Tin Mega Pack;Common;0;;;
CYHO-EN038;Cybernetic Horizon;Common;0;;;
MP21-EN045;2021 Tin of Ancient Battles;Common;1.01;;;
ETCO-EN004;Eternity Code;Common;0;;;
DUPO-EN023;Duel Power;Ultra Rare;1.72;;;
MP19-EN074;2019 Gold Sarcophagus Tin Mega Pack;Common;0;;;
CYHO-EN003;Cybernetic Horizon;Common;0;;;
MP19-EN006;2019 Gold Sarcophagus Tin Mega Pack;Common;0;;;
FLOD-EN009;Flames of Destruction;Common;0;;;
MP18-EN070;2018 Mega-Tin Mega Pack;Super Rare;0;;;
COTD-EN054;Code of the Duelist;Super Rare;0;;;
SP18-EN039;Star Pack VRAINS;Common;0;;;
MP19-EN076;2019 Gold Sarcophagus Tin Mega Pack;Common;0;;;
CYHO-EN005;Cybernetic Horizon;Common;0;;;
MP18-EN040;2018 Mega-Tin Mega Pack;Rare;0;;;
COTD-EN011;Code of the Duelist;Rare;0;;;
SP18-EN017;Star Pack VRAINS;Common;0;;;
MP18-EN039;2018 Mega-Tin Mega Pack;Rare;0;;;
COTD-EN010;Code of the Duelist;Rare;0;;;
SP18-EN018;Star Pack VRAINS;Common;0;;;
MP19-EN075;2019 Gold Sarcophagus Tin Mega Pack;Common;0;;;
CYHO-EN004;Cybernetic Horizon;Common;0;;;
DANE-EN043;Dark Neostorm;Common;0;;;
MP19-EN102;2019 Gold Sarcophagus Tin Mega Pack;Common;0;;;
CYHO-EN039;Cybernetic Horizon;Rare;0;;;
MP18-EN064;2018 Mega-Tin Mega Pack;Super Rare;0;;;
COTD-EN045;Code of the Duelist;Super Rare;0;;;
DUPO-EN073;Duel Power;Ultra Rare;1.48;;;
SP18-EN034;Star Pack VRAINS;Common;0;;;
FLOD-EN041;Flames of Destruction;Super Rare;0;;;
MP21-EN070;2021 Tin of Ancient Battles;Common;0.87;;;
ETCO-EN053;Eternity Code;Common;0;;;
DANE-EN044;Dark Neostorm;Common;0;;;
MP18-EN133;2018 Mega-Tin Mega Pack;Ultra Rare;0;;;
CIBR-EN045;Circuit Break;Ultra Rare;0;;;
SP18-EN035;Star Pack VRAINS;Common;0;;;
MP18-EN038;2018 Mega-Tin Mega Pack;Super Rare;0;;;
COTD-EN009;Code of the Duelist;Super Rare;0;;;
SP18-EN019;Star Pack VRAINS;Common;0;;;
HSRD-EN038;High-Speed Riders;Ultra Rare;1.9;;;
BLAR-EN058;Battles of Legend: Armageddon;Ultra Rare;0;;;
BOSH-EN050;Breakers of Shadow;Rare;0;;;
OP13-EN019;OTS Tournament Pack 13;Common;0;;;
OP13-PT019;OTS Tournament Pack 13 (POR);Common;0.00;;;
BOSH-EN044;Breakers of Shadow;Rare;0;;;
BLAR-EN057;Battles of Legend: Armageddon;Ultra Rare;0;;;
CT05-ENS03;Collectible Tins Exclusive 2008;Secret Rare;14.01;;;
DTP1-EN030;Duel Terminal - Preview Wave 2;Duel Terminal Super Parallel Rare;0;;;
DT01-EN087;Duel Terminal 1;Duel Terminal Super Parallel Rare;0;;;
DUSA-EN075;Duelist Saga;Ultra Rare;2.23;;;
HAC1-EN021;Hidden Arsenal: Chapter 1;Common;0;;;
LC5D-EN231;Legendary Collection 5D's Mega Pack;Super Rare;0;;;
PGL2-EN042;Premium Gold: Return of the Bling;Gold Rare;0;;;
RA03-EN202;Quarter Century Bonanza;Platinum Secret Rare;0;;;
TDGS-EN042;The Duelist Genesis;Ultimate Rare;0;;;
BOSH-EN051;Breakers of Shadow;Rare;0;;;
HSRD-EN039;High-Speed Riders;Ultra Rare;1.59;;;
CSOC-EN079;Crossroads of Chaos;Common;0;;;
HISU-EN060;Hidden Summoners;Super Rare;8.32;;;
MAMA-EN098;Magnificent Mavens;Ultra Rare;0;;;
RA04-EN134;Quarter Century Stampede;Platinum Secret Rare;0;;;
SDSB-EN039;Structure Deck: Soulburner;Common;0;;;
TU08-EN011;Turbo Pack: Booster Eight;Rare;0;;;
DUSA-EN020;Duelist Saga;Ultra Rare;7.82;;;
OP06-EN017;OTS Tournament Pack 6;Common;0;;;
SR07-EN013;Structure Deck: Zombie Horde;Common;0;;;
BP02-EN137;Battle Pack 2: War of the Giants;Mosaic Rare;0;;;
BP01-EN036;Battle Pack: Epic Dawn;Rare;0;;;
DB2-EN095;Dark Beginning 2;Rare;0;;;
DLG1-EN089;Dark Legends;Super Rare;26.56;;;
HL04-EN004;Hobby League 4 participation card D;Ultra Parallel Rare;31.13;;;
LCYW-EN064;Legendary Collection 3: Yugi's World Mega Pack;Secret Rare;0;;;
RA03-EN116;Quarter Century Bonanza;Platinum Secret Rare;0;;;
RP01-EN088;Retro Pack;Rare;46.08;;;
SDP-040;Starter Deck: Pegasus;Super Rare;6.94;;;
GLD4-EN037;Gold Series 4: Pyramids Edition;Common;0;;;
LCJW-EN065;Legendary Collection 4: Joey's World Mega Pack;Common;0;;;
SS02-ENB16;Speed Duel Starter Decks: Duelists of Tomorrow;Common;2.45;;;
SBC1-ENB12;Speed Duel: Streets of Battle City;Common;0;;;
EDS-002;Yu-Gi-Oh! The Eternal Duelist Soul promotional cards;Prismatic Secret Rare;9.33;;;
TSC-E002;Yu-Gi-Oh! The Sacred Cards promotional cards;Prismatic Secret Rare;13.7;;;
DP08-EN022;Duelist Pack: Yusei;Common;0;;;
LC5D-EN052;Legendary Collection 5D's Mega Pack;Common;1.21;;;
TDGS-EN064;The Duelist Genesis;Rare;0;;;
MP17-EN045;2017 Mega-Tin Mega Pack;Common;0;;;
SHVI-EN080;Shining Victories;Short Print;0;;;
DB1-EN199;Dark Beginning 1;Common;0;;;
PSV-089;Pharaoh's Servant;Short Print;1.74;;;
PSV-E089;Pharaoh's Servant;Short Print;4.67;;;
PSV-EN089;Pharaoh's Servant;Common;0;;;
DB2-EN170;Dark Beginning 2;Common;1.25;;;
LOD-060;Legacy of Darkness;Common;1.77;;;
LOD-EN060;Legacy of Darkness;Common;2.51;;;
AP08-EN007;Astral Pack Eight;Super Rare;0;;;
DUEA-EN083;Duelist Alliance;Rare;0;;;
PGL3-EN044;Premium Gold: Infinite Gold;Gold Rare;0;;;
RA04-EN234;Quarter Century Stampede;Platinum Secret Rare;0;;;
SDDC-EN010;Dragons Collide Structure Deck;Common;0;;;
LODT-EN025;Light of Destruction;Common;0;;;
SDLI-EN005;Realm of Light Structure Deck;Common;1.49;;;
DR2-EN030;Dark Revelation Volume 2;Common;0;;;
IOC-030;Invasion of Chaos;Short Print;2.38;;;
IOC-EN030;Invasion of Chaos;Common;0;;;
DR04-EN226;Dark Revelation Volume 4;Rare;8.73;;;
EOJ-EN046;Enemy of Justice;Common;0;;;
LCGX-EN214;Legendary Collection 2: The Duel Academy Years Mega Pack;Rare;0;;;
RYMP-EN080;Ra Yellow Mega Pack;Common;0;;;
SGX3-ENF16;Speed Duel GX: Duelists of Shadows;Common;0;;;
LART-EN062;The Lost Art Promotion (series);Common;0;;;
LART-EN062;The Lost Art Promotion 2023 I;Ultra Rare;0;;;
MP16-EN160;2016 Mega-Tin Mega Pack;Common;0;;;
DOCS-EN079;Dimension of Chaos;Common;0;;;
SR04-EN037;Dinosmasher's Fury Structure Deck;Common;0;;;
PGL3-EN040;Premium Gold: Infinite Gold;Gold Secret Rare;0;;;
SUDA-EN024;Supreme Darkness;Common;0;;;
SDCH-EN019;Structure Deck: Spirit Charmers;Ultra Rare;2.22;;;
CP04-EN014;Champion Pack: Game Four;Common;0;;;
DB1-EN213;Dark Beginning 1;Common;0;;;
LON-011;Labyrinth of Nightmare;Common;1.5;;;
LON-E011;Labyrinth of Nightmare;Common;2.28;;;
LON-EN011;Labyrinth of Nightmare;Common;2.04;;;
SBCB-EN109;Speed Duel: Battle City Box;Common;1.2;;;
BATT-EN016;Battle Pack Tournament Prize Cards;Starfoil Rare;80;;;
DT06-EN057;Duel Terminal 6b;Duel Terminal Rare Parallel Rare;0;;;
GLD1-EN026;Gold Series;Gold Rare;0;;;
LCGX-EN226;Legendary Collection 2: The Duel Academy Years Mega Pack;Common;1.61;;;
RA03-EN174;Quarter Century Bonanza;Platinum Secret Rare;0;;;
RYMP-EN087;Ra Yellow Mega Pack;Common;0;;;
SDWA-EN002;Samurai Warlords Structure Deck;Common;1.23;;;
SPWA-EN009;Spirit Warriors;Super Rare;2.41;;;
STON-EN000;Strike of Neos;Secret Rare;0;;;
STON-ENSP1;Strike of Neos Sneak Peek Participation Card;Super Rare;7.65;;;
TU01-EN009;Turbo Pack: Booster One;Rare;0;;;
BROL-EN032;Brothers of Legend;Secret Rare;1.54;;;
ABYR-EN005;Abyss Rising;Common;0;;;
FLOD-ENSE1;Flames of Destruction Special Edition;Super Rare;1.95;;;
REDU-EN038;Return of the Duelist;Secret Rare;0;;;
MP23-EN129;25th Anniversary Tin: Dueling Heroes Mega Pack;Common;0;;;
POTE-EN033;Power of the Elements;Super Rare;0;;;
MP24-EN067;25th Anniversary Tin: Dueling Mirrors;Prismatic Secret Rare;0;;;
BLTR-EN087;Battles of Legend: Terminal Revenge;Secret Rare;0;;;
PHHY-EN033;Photon Hypernova;Starlight Rare;0;;;
MP14-EN158;2014 Mega-Tin Mega Pack;Secret Rare;0;;;
SHSP-EN041;Shadow Specters;Secret Rare;0;;;
DR3-EN129;Dark Revelation Volume 3;Super Rare;0;;;
DL13-EN008;Duelist League 13 participation cards;Rare;1.79;;;
SR01-EN006;Emperor of Darkness Structure Deck;Common;0;;;
FET-EN009;Flaming Eternity;Super Rare;0;;;
GLD2-EN009;Gold Series 2009;Common;0;;;
SBCB-EN030;Speed Duel: Battle City Box;Common;1.11;;;
TP8-EN007;Tournament Pack 8;Rare;0;;;
CYAC-EN049;Cyberstorm Access;Super Rare;0;;;
DAMA-EN048;Dawn of Majesty;Ultra Rare;0;;;
DL18-EN006;Duelist League 18 participation cards;Rare;30.42;;;
SDGU-EN001;Gates of the Underworld Structure Deck;Ultra Rare;3.12;;;
GLD5-EN028;Gold Series: Haunted Mine;Gold Rare;0;;;
MAGO-EN118;Maximum Gold;Rare;0;;;
PGL2-EN083;Premium Gold: Return of the Bling;Gold Rare;0;;;
RA04-EN159;Quarter Century Stampede;Platinum Secret Rare;0;;;
SR13-EN043;Structure Deck: Dark World;Common;0;;;
SR13-EN041;Structure Deck: Dark World;Ultra Rare;0;;;
TDGS-EN087;The Duelist Genesis;Rare;0;;;
KC01-EN018;25th Anniversary Ultimate Kaiba Set;New;0;;;
MP18-EN187;2018 Mega-Tin Mega Pack;Common;0;;;
EXFO-EN029;Extreme Force;Common;0;;;
DR04-EN151;Dark Revelation Volume 4;Common;1.24;;;
SOI-EN031;Shadow of Infinity;Common;0;;;
TAEV-EN022;Tactical Evolution;Rare;0;;;
DR3-EN236;Dark Revelation Volume 3;Common;0;;;
TLM-EN056;The Lost Millennium;Common;0;;;
OP20-EN012;OTS Tournament Pack 20;Super Rare;0;;;
OP05-EN027;OTS Tournament Pack 5;Common;0;;;
RA03-EN077;Quarter Century Bonanza;Collector's Rare;0;;;
RGBT-EN078;Raging Battle;Ultimate Rare;0;;;
DR3-EN197;Dark Revelation Volume 3;Rare;0;;;
TLM-EN017;The Lost Millennium;Rare;0;;;
AST-077;Ancient Sanctuary;Rare;1.84;;;
BP01-EN186;Battle Pack: Epic Dawn;Common;0;;;
DR2-EN190;Dark Revelation Volume 2;Common;0;;;
SGX3-ENG09;Speed Duel GX: Duelists of Shadows;Common;0;;;
YS15-END11;2-Player Starter Deck: Yuya & Declan;Common;8.11;;;
BP01-EN062;Battle Pack: Epic Dawn;Common;0;;;
YS15-ENL13;Dark Legion Starter Deck;Common;1.23;;;
DT04-EN054;Duel Terminal 4;Duel Terminal Rare Parallel Rare;0;;;
DP07-EN008;Duelist Pack: Jesse Anderson;Super Rare;1.61;;;
SDGU-EN020;Gates of the Underworld Structure Deck;Common;1.52;;;
LCGX-EN195;Legendary Collection 2: The Duel Academy Years Mega Pack;Common;1.56;;;
SDSA-EN009;Structure Deck: Sacred Beasts;Common;1.09;;;
LOB-065;Legend of Blue Eyes White Dragon;Rare;3.51;;;
LOB-E052;Legend of Blue Eyes White Dragon;Rare;10.05;;;
LOB-EN065;Legend of Blue Eyes White Dragon;Rare;2.38;;;
MP21-EN086;2021 Tin of Ancient Battles;Ultra Rare;0;;;
ETCO-EN078;Eternity Code;Secret Rare;0;;;
SDBT-EN033;Structure Deck: Beware of Traptrix;Common;0;;;
MP14-EN213;2014 Mega-Tin Mega Pack;Common;0;;;
LVAL-EN032;Legacy of the Valiant;Common;0;;;
SBLS-EN022;Speed Duel: Arena of Lost Souls;Common;1.1;;;
DR1-EN015;Dark Revelation Volume 1;Common;0;;;
LCYW-EN189;Legendary Collection 3: Yugi's World Mega Pack;Ultra Rare;0;;;
PGD-067;Pharaonic Guardian;Common;1.92;;;
RP02-EN077;Retro Pack 2;Common;0;;;
SS01-ENB06;Speed Duel Starter Decks: Destiny Masters;Common;1.41;;;
SDMA-EN013;Structure Deck: Marik (TCG);Common;1.11;;;
TU02-EN002;Turbo Pack: Booster Two;Super Rare;0;;;
DR1-EN014;Dark Revelation Volume 1;Common;0;;;
LCYW-EN188;Legendary Collection 3: Yugi's World Mega Pack;Ultra Rare;0;;;
PGD-066;Pharaonic Guardian;Common;1.53;;;
SS01-ENB05;Speed Duel Starter Decks: Destiny Masters;Common;7.94;;;
SDMA-EN012;Structure Deck: Marik (TCG);Common;1.1;;;
TU02-EN013;Turbo Pack: Booster Two;Common;0;;;
CP03-EN016;Champion Pack: Game Three;Common;0;;;
DR1-EN013;Dark Revelation Volume 1;Rare;0;;;
LCYW-EN187;Legendary Collection 3: Yugi's World Mega Pack;Ultra Rare;0;;;
PGD-065;Pharaonic Guardian;Super Rare;3.46;;;
RP02-EN076;Retro Pack 2;Common;0;;;
SS01-ENB04;Speed Duel Starter Decks: Destiny Masters;Common;1.48;;;
SDMA-EN011;Structure Deck: Marik (TCG);Common;1.18;;;
FOTB-EN015;Force of the Breaker;Rare;0;;;
LCYW-EN191;Legendary Collection 3: Yugi's World Mega Pack;Ultra Rare;0;;;
SDMA-EN017;Structure Deck: Marik (TCG);Common;3.51;;;
TU02-EN019;Turbo Pack: Booster Two;Common;0;;;
DR1-EN008;Dark Revelation Volume 1;Common;0;;;
LCJW-EN256;Legendary Collection 4: Joey's World Mega Pack;Common;0;;;
PGD-060;Pharaonic Guardian;Common;1.72;;;
SS01-ENB01;Speed Duel Starter Decks: Destiny Masters;Common;1.2;;;
SDMA-EN008;Structure Deck: Marik (TCG);Common;1.32;;;
ABPF-EN028;Absolute Powerforce;Rare;0;;;
BATT-EN010;Battle Pack Tournament Prize Cards;Starfoil Rare;42.89;;;
LCYW-EN192;Legendary Collection 3: Yugi's World Mega Pack;Ultra Rare;0;;;
SDMA-EN019;Structure Deck: Marik (TCG);Common;2.8;;;
DR1-EN009;Dark Revelation Volume 1;Common;0;;;
LCYW-EN184;Legendary Collection 3: Yugi's World Mega Pack;Ultra Rare;0;;;
PGD-061;Pharaonic Guardian;Common;1.93;;;
SDMA-EN009;Structure Deck: Marik (TCG);Common;1.86;;;
MP19-EN163;2019 Gold Sarcophagus Tin Mega Pack;Common;0;;;
SOFU-EN012;Soul Fusion;Rare;0;;;
MP14-EN241;2014 Mega-Tin Mega Pack;Rare;0;;;
LVAL-EN084;Legacy of the Valiant;Rare;0;;;
MP24-EN064;25th Anniversary Tin: Dueling Mirrors;Prismatic Secret Rare;0;;;
PHHY-EN000;Photon Hypernova;Secret Rare;0;;;
SS01-ENBS2;Speed Duel Starter Decks: Destiny Masters;Common;1.51;;;
MP14-EN212;2014 Mega-Tin Mega Pack;Ultra Rare;0;;;
LVAL-EN031;Legacy of the Valiant;Ultra Rare;0;;;
MP14-EN215;2014 Mega-Tin Mega Pack;Ultra Rare;0;;;
LVAL-EN034;Legacy of the Valiant;Ultra Rare;0;;;
SS01-ENB10;Speed Duel Starter Decks: Destiny Masters;Common;3.06;;;
STP1-EN016;Speed Duel Tournament Pack 1;Ultra Rare;0;;;
ABPF-EN000;Absolute Powerforce;Super Rare;0;;;
ABPF-ENSP1;Absolute Powerforce Sneak Peek Participation Card;Ultra Rare;8.78;;;
LCJW-EN258;Legendary Collection 4: Joey's World Mega Pack;Rare;0;;;
SS01-ENB07;Speed Duel Starter Decks: Destiny Masters;Common;1.61;;;
STP1-EN017;Speed Duel Tournament Pack 1;Super Rare;0;;;
BLMM-EN110;Battles of Legend: Monster Mayhem;Secret Rare;0;;;
LCYW-EN193;Legendary Collection 3: Yugi's World Mega Pack;Ultra Rare;0;;;
SS01-ENB08;Speed Duel Starter Decks: Destiny Masters;Common;6.43;;;
STBL-EN085;Starstrike Blast;Rare;0;;;
DB1-EN017;Dark Beginning 1;Common;0;;;
DLG1-EN056;Dark Legends;Common;2.73;;;
MRL-031;Magic Ruler;Short Print;2.94;;;
MRL-E031;Magic Ruler;Short Print;3.95;;;
RP01-EN055;Retro Pack;Common;6.86;;;
SRL-031;Spell Ruler;Short Print;2.58;;;
SRL-EN031;Spell Ruler;Short Print;0.99;;;
MP14-EN214;2014 Mega-Tin Mega Pack;Super Rare;0;;;
LVAL-EN033;Legacy of the Valiant;Super Rare;0;;;
SS01-ENB09;Speed Duel Starter Decks: Destiny Masters;Common;2.14;;;
DR1-EN010;Dark Revelation Volume 1;Common;0;;;
LCYW-EN185;Legendary Collection 3: Yugi's World Mega Pack;Ultra Rare;0;;;
PGD-062;Pharaonic Guardian;Common;2;;;
DEM5-EN007;Speed Duel Demo Deck;Common;3.36;;;
DEM6-EN012;Speed Duel Demo Deck 2020;Common;0.00;;;
SS01-ENB02;Speed Duel Starter Decks: Destiny Masters;Common;1.17;;;
SDMA-EN010;Structure Deck: Marik (TCG);Common;1.25;;;
TU02-EN006;Turbo Pack: Booster Two;Rare;0;;;
MP19-EN164;2019 Gold Sarcophagus Tin Mega Pack;Common;0;;;
SOFU-EN013;Soul Fusion;Common;0;;;
CP03-EN003;Champion Pack: Game Three;Super Rare;0;;;
DR1-EN007;Dark Revelation Volume 1;Common;0;;;
DT06-EN061;Duel Terminal 6b;Duel Terminal Rare Parallel Rare;0;;;
DL11-EN009;Duelist League 2 participation cards;Rare;13.83;;;
GLD4-EN010;Gold Series 4: Pyramids Edition;Gold Rare;0;;;
KICO-EN031;King's Court;Rare;0.94;;;
LCYW-EN183;Legendary Collection 3: Yugi's World Mega Pack;Ultra Rare;0;;;
LCJW-EN255;Legendary Collection 4: Joey's World Mega Pack;Secret Rare;0;;;
PGD-059;Pharaonic Guardian;Common;3.31;;;
PGLD-EN082;Premium Gold;Gold Rare;3.52;;;
RA03-EN121;Quarter Century Bonanza;Platinum Secret Rare;0;;;
RP02-EN075;Retro Pack 2;Common;0;;;
SDMA-EN007;Structure Deck: Marik (TCG);Common;2.51;;;
ABPF-EN056;Absolute Powerforce;Common;0;;;
LCJW-EN261;Legendary Collection 4: Joey's World Mega Pack;Ultra Rare;0;;;
SS01-ENB12;Speed Duel Starter Decks: Destiny Masters;Common;1.54;;;
STP1-EN018;Speed Duel Tournament Pack 1;Super Rare;0;;;
MP19-EN181;2019 Gold Sarcophagus Tin Mega Pack;Common;0;;;
SOFU-EN035;Soul Fusion;Rare;0;;;
MAMA-EN029;Magnificent Mavens;Ultra Rare;0;;;
DR1-EN011;Dark Revelation Volume 1;Common;0;;;
LCJW-EN257;Legendary Collection 4: Joey's World Mega Pack;Common;0;;;
PGD-063;Pharaonic Guardian;Common;1.27;;;
SS01-ENB03;Speed Duel Starter Decks: Destiny Masters;Common;1.24;;;
ABPF-EN027;Absolute Powerforce;Super Rare;0;;;
LCJW-EN259;Legendary Collection 4: Joey's World Mega Pack;Rare;0;;;
SDMA-EN018;Structure Deck: Marik (TCG);Common;1.57;;;
DR1-EN012;Dark Revelation Volume 1;Common;0;;;
LCYW-EN186;Legendary Collection 3: Yugi's World Mega Pack;Common;1.59;;;
PGD-064;Pharaonic Guardian;Rare;2.37;;;
GENF-EN080;Generation Force;Common;1.05;;;
SGX1-ENF19;Speed Duel GX: Duel Academy Box;Common;0;;;
DB1-EN072;Dark Beginning 1;Common;0;;;
PSV-008;Pharaoh's Servant;Super Rare;9.46;;;
PSV-E008;Pharaoh's Servant;Super Rare;40.38;;;
PSV-EN008;Pharaoh's Servant;Super Rare;0;;;
DB2-EN017;Dark Beginning 2;Common;0;;;
LON-083;Labyrinth of Nightmare;Common;1.21;;;
LON-E083;Labyrinth of Nightmare;Common;5;;;
LON-EN083;Labyrinth of Nightmare;Common;0.00;;;
DUOV-EN043;Duel Overload;Ultra Rare;1.42;;;
YS15-ENL04;Dark Legion Starter Deck;Common;1.25;;;
DP07-EN011;Duelist Pack: Jesse Anderson;Common;0;;;
FOTB-EN030;Force of the Breaker;Common;0;;;
BP01-EN192;Battle Pack: Epic Dawn;Common;0;;;
SGX3-ENG07;Speed Duel GX: Duelists of Shadows;Common;0;;;
TAEV-EN029;Tactical Evolution;Common;0;;;
STAX-EN027;2-Player Starter Set;Common;0;;;
BP02-EN143;Battle Pack 2: War of the Giants;Common;0;;;
DCR-034;Dark Crisis;Common;1.21;;;
DCR-EN034;Dark Crisis;Common;0.00;;;
DR1-EN196;Dark Revelation Volume 1;Common;0;;;
LCYW-EN138;Legendary Collection 3: Yugi's World Mega Pack;Common;1.17;;;
SBSC-EN039;Speed Duel: Scars of Battle;Common;1.21;;;
YS12-EN026;Starter Deck: Xyz Symphony;Common;1.39;;;
BLCR-EN046;Battles of Legend: Crystal Revenge;Ultra Rare;0;;;
CP08-EN001;Champion Pack: Game Eight;Ultra Rare;34.27;;;
DB1-EN187;Dark Beginning 1;Common;0;;;
DB9;Dark Beginning 1;Common;0;;;
LCYW-EN150;Legendary Collection 3: Yugi's World Mega Pack;Super Rare;0;;;
LCJW-EN108;Legendary Collection 4: Joey's World Mega Pack;Common;0;;;
LDK2-ENY40;Legendary Decks II;Common;1.89;;;
PSV-073;Pharaoh's Servant;Rare;3.28;;;
PSV-E073;Pharaoh's Servant;Rare;5.12;;;
PSV-EN073;Pharaoh's Servant;Rare;0;;;
SDRE-EN038;Realm of the Sea Emperor Structure Deck;Common;1.92;;;
RP02-EN018;Retro Pack 2;Common;0;;;
SD4-EN028;Structure Deck: Fury from the Deep;Common;1.73;;;
TP4-018;Tournament Pack 4;Common;2.25;;;
ABYR-EN054;Abyss Rising;Common;0;;;
OP13-EN024;OTS Tournament Pack 13;Common;0;;;
OP13-PT024;OTS Tournament Pack 13 (POR);Common;0.00;;;
STBL-EN067;Starstrike Blast;Rare;0;;;
VASM-EN030;Valiant Smashers;Rare;0;;;
MP21-EN020;2021 Tin of Ancient Battles;Super Rare;0;;;
IGAS-EN049;Ignition Assault;Common;0;;;
JUSH-EN027;Justice Hunters;Rare;0;;;
MP18-EN077;2018 Mega-Tin Mega Pack;Common;0;;;
COTD-EN063;Code of the Duelist;Common;0;;;
PRC1-EN020;Premium Collection Tin;Secret Rare;2.75;;;
DB2-EN156;Dark Beginning 2;Common;1.48;;;
LOD-041;Legacy of Darkness;Common;1.07;;;
LOD-EN041;Legacy of Darkness;Common;0.00;;;
DOCS-EN033;Dimension of Chaos;Common;0;;;
DOCS-EN034;Dimension of Chaos;Common;0;;;
INOV-EN075;Invasion: Vengeance;Common;0;;;
DOCS-EN048;Dimension of Chaos;Super Rare;0;;;
DOCS-EN035;Dimension of Chaos;Common;0;;;
DOCS-EN062;Dimension of Chaos;Common;0;;;
DOCS-EN074;Dimension of Chaos;Super Rare;0;;;
DOCS-EN032;Dimension of Chaos;Rare;0;;;
INOV-EN030;Invasion: Vengeance;Common;0;;;
DOCS-EN075;Dimension of Chaos;Common;0;;;
DR1-EN110;Dark Revelation Volume 1;Common;0;;;
MFC-055;Magician's Force;Common;1.32;;;
SD3-EN002;Structure Deck: Blaze of Destruction;Common;0;;;
WCPP-EN006;World Championship 2010 Card Pack;Rare;0;;;
WP11-EN006;World Championship 2011 Card Pack;Super Rare;0;;;
DB2-EN220;Dark Beginning 2;Super Rare;3.85;;;
PGD-020;Pharaonic Guardian;Ultra Rare;8.22;;;
